5.259920634920635107e-01,5.273809523809523947e-01,5.216269841269840501e-01,5.224206349206349520e-01,5.283730158730158832e-01,5.253968253968253066e-01,5.255952380952381153e-01,5.192460317460316777e-01,5.170634920634918918e-01,5.277777777777779011e-01,5.242063492063492314e-01
5.255952380952382264e-01,5.248015873015873245e-01,5.251984126984127199e-01,5.168650793650793052e-01,5.200396825396824685e-01,5.255952380952381153e-01,5.162698412698412120e-01,5.303571428571428603e-01,5.267857142857143016e-01,5.196428571428570731e-01,5.222222222222222543e-01
5.263888888888887951e-01,5.218253968253967479e-01,5.224206349206348410e-01,5.246031746031747378e-01,5.253968253968253066e-01,5.234126984126985516e-01,5.345238095238096232e-01,5.253968253968254176e-01,5.212301587301586547e-01,5.242063492063492314e-01,5.259920634920633997e-01
5.236111111111111382e-01,5.232142857142856318e-01,5.176587301587302070e-01,5.267857142857143016e-01,5.216269841269841612e-01,5.208333333333333703e-01,5.202380952380951662e-01,5.279761904761903768e-01,5.228174603174602364e-01,5.281746031746032966e-01,5.234126984126983295e-01
5.242063492063493424e-01,5.240079365079365337e-01,5.208333333333332593e-01,5.224206349206348410e-01,5.311507936507936511e-01,5.251984126984127199e-01,5.146825396825397414e-01,5.182539682539683001e-01,5.236111111111111382e-01,5.228174603174602364e-01,5.196428571428571841e-01
5.253968253968253066e-01,5.238095238095239470e-01,5.214285714285715745e-01,5.255952380952380043e-01,5.228174603174602364e-01,5.275793650793650924e-01,5.271825396825398080e-01,5.323412698412699484e-01,5.257936507936507020e-01,5.246031746031746268e-01,5.162698412698412120e-01
5.253968253968255286e-01,5.230158730158730451e-01,5.208333333333332593e-01,5.279761904761904878e-01,5.216269841269841612e-01,5.238095238095238360e-01,5.279761904761904878e-01,5.236111111111110272e-01,5.230158730158729341e-01,5.253968253968253066e-01,5.253968253968254176e-01
5.154761904761905322e-01,5.283730158730158832e-01,5.238095238095237249e-01,5.273809523809522837e-01,5.250000000000000222e-01,5.202380952380953882e-01,5.255952380952381153e-01,5.196428571428570731e-01,5.240079365079365337e-01,5.208333333333332593e-01,5.194444444444444864e-01
5.265873015873016039e-01,5.236111111111112493e-01,5.222222222222222543e-01,5.285714285714285809e-01,5.202380952380953882e-01,5.202380952380952772e-01,5.180555555555556024e-01,5.222222222222222543e-01,5.238095238095239470e-01,5.198412698412699928e-01,5.222222222222223653e-01
5.202380952380952772e-01,5.291666666666667851e-01,5.188492063492062822e-01,5.218253968253968589e-01,5.174603174603175093e-01,5.198412698412699928e-01,5.305555555555555580e-01,5.265873015873016039e-01,5.222222222222221433e-01,5.216269841269841612e-01,5.174603174603175093e-01
5.202380952380952772e-01,5.293650793650793718e-01,5.248015873015872135e-01,5.242063492063492314e-01,5.202380952380953882e-01,5.190476190476189799e-01,5.194444444444444864e-01,5.202380952380952772e-01,5.202380952380953882e-01,5.136904761904761418e-01,5.244047619047618181e-01
