Date,Open,High,Low,Close
11/04/1998,5622.86,5622.86,5622.86,5622.86
11/05/1998,5479.81,5479.81,5479.81,5479.81
11/06/1998,5490.97,5490.97,5490.97,5490.97
11/09/1998,5433.86,5433.86,5433.86,5433.86
11/10/1998,5432.34,5432.34,5432.34,5432.34
11/11/1998,5476.84,5476.84,5476.84,5476.84
11/12/1998,5448.95,5448.95,5448.95,5448.95
11/13/1998,5463.22,5463.22,5463.22,5463.22
11/16/1998,5510.5,5510.5,5510.5,5510.5
11/17/1998,5502.72,5502.72,5502.72,5502.72
11/18/1998,5474.01,5474.01,5474.01,5474.01
11/19/1998,5606.18,5606.18,5606.18,5606.18
11/20/1998,5717.49,5717.49,5717.49,5717.49
11/23/1998,5848.37,5848.37,5848.37,5848.37
11/24/1998,5798.26,5798.26,5798.26,5798.26
11/26/1998,5827.87,5827.87,5827.87,5827.87
11/27/1998,5844.21,5844.21,5844.21,5844.21
11/30/1998,5743.89,5743.89,5743.89,5743.89
12/01/1998,5537.45,5537.45,5537.45,5537.45
12/02/1998,5507.2,5507.2,5507.2,5507.2
12/03/1998,5566.13,5566.13,5566.13,5566.13
12/04/1998,5581.93,5581.93,5581.93,5581.93
12/07/1998,5576.71,5576.71,5576.71,5576.71
12/08/1998,5615.68,5615.68,5615.68,5615.68
12/09/1998,5669.11,5669.11,5669.11,5669.11
12/10/1998,5660.31,5660.31,5660.31,5660.31
12/11/1998,5541.73,5541.73,5541.73,5541.73
12/14/1998,5534.52,5534.52,5534.52,5534.52
12/15/1998,5557.09,5557.09,5557.09,5557.09
12/16/1998,5630.4,5630.4,5630.4,5630.4
12/17/1998,5685.24,5685.24,5685.24,5685.24
12/18/1998,5741.85,5741.85,5741.85,5741.85
12/21/1998,5876.5,5876.5,5876.5,5876.5
12/22/1998,5843.29,5843.29,5843.29,5843.29
12/23/1998,5908.79,5908.79,5908.79,5908.79
12/24/1998,5867.22,5867.22,5867.22,5867.22
12/29/1998,5941.54,5941.54,5941.54,5941.54
12/30/1998,5882.58,5882.58,5882.58,5882.58
01/13/1999,5850.11,5850.11,5850.11,5850.11
01/14/1999,5820.18,5820.18,5820.18,5820.18
01/15/1999,5941.02,5941.02,5941.02,5941.02
01/18/1999,6123.93,6123.93,6123.93,6123.93
01/19/1999,6027.59,6027.59,6027.59,6027.59
01/20/1999,6105.59,6105.59,6105.59,6105.59
01/21/1999,6022.25,6022.25,6022.25,6022.25
01/22/1999,5861.24,5861.24,5861.24,5861.24
01/25/1999,5880.94,5880.94,5880.94,5880.94
01/26/1999,5885.66,5885.66,5885.66,5885.66
01/27/1999,5876.4,5876.4,5876.4,5876.4
01/28/1999,5872.5,5872.5,5872.5,5872.5
01/29/1999,5896,5896,5896,5896
02/01/1999,6012.39,6012.39,6012.39,6012.39
02/02/1999,6012.98,6012.98,6012.98,6012.98
02/03/1999,5940.26,5940.26,5940.26,5940.26
02/04/1999,5939.92,5939.92,5939.92,5939.92
02/05/1999,5855.27,5855.27,5855.27,5855.27
02/08/1999,5834.91,5834.91,5834.91,5834.91
02/09/1999,5779.91,5779.91,5779.91,5779.91
02/10/1999,5770.2,5770.2,5770.2,5770.2
02/11/1999,5888.5,5888.5,5888.5,5888.5
02/12/1999,5950.73,5950.73,5950.73,5950.73
02/15/1999,6023.24,6023.24,6023.24,6023.24
02/16/1999,6108.61,6108.61,6108.61,6108.61
02/17/1999,6078.39,6078.39,6078.39,6078.39
02/18/1999,6074.92,6074.92,6074.92,6074.92
02/19/1999,6031.21,6031.21,6031.21,6031.21
02/22/1999,6069.93,6069.93,6069.93,6069.93
02/23/1999,6155.24,6155.24,6155.24,6155.24
02/24/1999,6307.62,6307.62,6307.62,6307.62
02/25/1999,6206.51,6206.51,6206.51,6206.51
02/26/1999,6175.1,6175.1,6175.1,6175.1
03/01/1999,6060.87,6060.87,6060.87,6060.87
03/02/1999,6061.27,6061.27,6061.27,6061.27
03/03/1999,6048.32,6048.32,6048.32,6048.32
03/04/1999,6101.45,6101.45,6101.45,6101.45
03/05/1999,6205.48,6205.48,6205.48,6205.48
03/08/1999,6208.85,6208.85,6208.85,6208.85
03/09/1999,6237.66,6237.66,6237.66,6237.66
03/10/1999,6241.48,6241.48,6241.48,6241.48
03/11/1999,6335.68,6335.68,6335.68,6335.68
03/12/1999,6282.22,6282.22,6282.22,6282.22
03/15/1999,6206.77,6206.77,6206.77,6206.77
03/16/1999,6201.91,6201.91,6201.91,6201.91
03/17/1999,6140.58,6140.58,6140.58,6140.58
03/18/1999,6114.27,6114.27,6114.27,6114.27
03/22/1999,6152.76,6152.76,6152.76,6152.76
03/23/1999,6060.51,6060.51,6060.51,6060.51
03/24/1999,6016.7,6016.7,6016.7,6016.7
03/25/1999,6084.99,6084.99,6084.99,6084.99
03/26/1999,6139.23,6139.23,6139.23,6139.23
03/29/1999,6252.92,6252.92,6252.92,6252.92
03/30/1999,6264.15,6264.15,6264.15,6264.15
03/31/1999,6295.33,6295.33,6295.33,6295.33
04/01/1999,6330.02,6330.02,6330.02,6330.02
04/06/1999,6415.28,6415.28,6415.28,6415.28
04/07/1999,6473.22,6473.22,6473.22,6473.22
04/08/1999,6437.87,6437.87,6437.87,6437.87
04/09/1999,6472.83,6472.83,6472.83,6472.83
04/12/1999,6441.16,6441.16,6441.16,6441.16
04/13/1999,6513.08,6513.08,6513.08,6513.08
04/14/1999,6493.56,6493.56,6493.56,6493.56
04/15/1999,6466.13,6466.13,6466.13,6466.13
04/16/1999,6420.61,6420.61,6420.61,6420.61
04/19/1999,6515.34,6515.34,6515.34,6515.34
04/20/1999,6319.76,6319.76,6319.76,6319.76
04/21/1999,6310.95,6310.95,6310.95,6310.95
04/22/1999,6413.55,6413.55,6413.55,6413.55
04/23/1999,6427.99,6427.99,6427.99,6427.99
04/26/1999,6503.59,6503.59,6503.59,6503.59
04/29/1999,6497.6,6497.6,6497.6,6497.6
04/30/1999,6552.18,6552.18,6552.18,6552.18
05/04/1999,6533.14,6533.14,6533.14,6533.14
05/05/1999,6401.67,6401.67,6401.67,6401.67
05/06/1999,6406.59,6406.59,6406.59,6406.59
05/07/1999,6356.03,6356.03,6356.03,6356.03
05/10/1999,6348.82,6348.82,6348.82,6348.82
05/11/1999,6378.26,6378.26,6378.26,6378.26
05/12/1999,6343.12,6343.12,6343.12,6343.12
05/13/1999,6456.62,6456.62,6456.62,6456.62
05/14/1999,6300.42,6300.42,6300.42,6300.42
05/17/1999,6165.79,6165.79,6165.79,6165.79
05/18/1999,6206.43,6206.43,6206.43,6206.43
05/19/1999,6266.73,6266.73,6266.73,6266.73
05/20/1999,6368.18,6368.18,6368.18,6368.18
05/21/1999,6353.1,6353.1,6353.1,6353.1
05/24/1999,6322.1,6322.1,6322.1,6322.1
05/25/1999,6249.32,6249.32,6249.32,6249.32
05/26/1999,6236.77,6236.77,6236.77,6236.77
05/27/1999,6199.47,6199.47,6199.47,6199.47
05/28/1999,6226.22,6226.22,6226.22,6226.22
06/01/1999,6250.03,6250.03,6250.03,6250.03
06/02/1999,6302.23,6302.23,6302.23,6302.23
06/03/1999,6348.58,6348.58,6348.58,6348.58
06/04/1999,6361.48,6361.48,6361.48,6361.48
06/07/1999,6412.03,6412.03,6412.03,6412.03
06/08/1999,6431.54,6431.54,6431.54,6431.54
06/09/1999,6453.01,6453.01,6453.01,6453.01
06/10/1999,6403.41,6403.41,6403.41,6403.41
06/11/1999,6484.79,6484.79,6484.79,6484.79
06/14/1999,6430.15,6430.15,6430.15,6430.15
06/15/1999,6451.24,6451.24,6451.24,6451.24
06/16/1999,6504.88,6504.88,6504.88,6504.88
06/17/1999,6493.61,6493.61,6493.61,6493.61
06/18/1999,6527.81,6527.81,6527.81,6527.81
06/21/1999,6581.25,6581.25,6581.25,6581.25
06/22/1999,6552.42,6552.42,6552.42,6552.42
06/24/1999,6416.69,6416.69,6416.69,6416.69
06/25/1999,6435.43,6435.43,6435.43,6435.43
06/28/1999,6405.75,6405.75,6405.75,6405.75
06/29/1999,6307.08,6307.08,6307.08,6307.08
06/30/1999,6318.53,6318.53,6318.53,6318.53
07/01/1999,6488.9,6488.9,6488.9,6488.9
07/02/1999,6491.92,6491.92,6491.92,6491.92
07/05/1999,6592,6592,6592,6592
07/06/1999,6620.63,6620.63,6620.63,6620.63
07/07/1999,6597.42,6597.42,6597.42,6597.42
07/08/1999,6557.34,6557.34,6557.34,6557.34
07/09/1999,6562.6,6562.6,6562.6,6562.6
07/12/1999,6545.47,6545.47,6545.47,6545.47
07/13/1999,6445.62,6445.62,6445.62,6445.62
07/14/1999,6473.14,6473.14,6473.14,6473.14
07/15/1999,6574.99,6574.99,6574.99,6574.99
07/16/1999,6563.25,6563.25,6563.25,6563.25
07/19/1999,6483.72,6483.72,6483.72,6483.72
07/20/1999,6391.99,6391.99,6391.99,6391.99
07/21/1999,6329.83,6329.83,6329.83,6329.83
07/22/1999,6297.75,6297.75,6297.75,6297.75
07/23/1999,6207.42,6207.42,6207.42,6207.42
07/28/1999,6297.22,6297.22,6297.22,6297.22
07/29/1999,6117.53,6117.53,6117.53,6117.53
07/30/1999,6231.93,6231.93,6231.93,6231.93
08/02/1999,6288.29,6288.29,6288.29,6288.29
08/03/1999,6250.65,6250.65,6250.65,6250.65
08/04/1999,6235.43,6235.43,6235.43,6235.43
08/05/1999,6101.61,6101.61,6101.61,6101.61
08/06/1999,6121,6121,6121,6121
08/09/1999,6126.45,6126.45,6126.45,6126.45
08/10/1999,5978.35,5978.35,5978.35,5978.35
08/11/1999,6014.44,6014.44,6014.44,6014.44
08/12/1999,6153.34,6153.34,6153.34,6153.34
08/13/1999,6245.13,6245.13,6245.13,6245.13
08/16/1999,6235.41,6235.41,6235.41,6235.41
08/17/1999,6166.45,6166.45,6166.45,6166.45
08/18/1999,6201.78,6201.78,6201.78,6201.78
08/19/1999,6117.98,6117.98,6117.98,6117.98
08/20/1999,6180.84,6180.84,6180.84,6180.84
08/23/1999,6322.11,6322.11,6322.11,6322.11
08/24/1999,6315.06,6315.06,6315.06,6315.06
08/25/1999,6369.49,6369.49,6369.49,6369.49
08/26/1999,6383.93,6383.93,6383.93,6383.93
08/27/1999,6375.16,6375.16,6375.16,6375.16
08/31/1999,6246.44,6246.44,6246.44,6246.44
09/01/1999,6276.18,6276.18,6276.18,6276.18
09/02/1999,6195.6,6195.6,6195.6,6195.6
09/03/1999,6332.15,6332.15,6332.15,6332.15
09/06/1999,6375.7,6375.7,6375.7,6375.7
09/07/1999,6309.51,6309.51,6309.51,6309.51
09/08/1999,6253.57,6253.57,6253.57,6253.57
09/09/1999,6260.58,6260.58,6260.58,6260.58
09/10/1999,6191.01,6191.01,6191.01,6191.01
09/13/1999,6168.97,6168.97,6168.97,6168.97
09/14/1999,6115.96,6115.96,6115.96,6115.96
09/15/1999,6067.69,6067.69,6067.69,6067.69
09/16/1999,6014.61,6014.61,6014.61,6014.61
09/17/1999,6039.8,6039.8,6039.8,6039.8
09/21/1999,5957.34,5957.34,5957.34,5957.34
09/22/1999,5913.93,5913.93,5913.93,5913.93
09/23/1999,5969.71,5969.71,5969.71,5969.71
09/24/1999,5937.64,5937.64,5937.64,5937.64
09/28/1999,6007.18,6078.58,6007.18,6007.18
09/30/1999,6029.84,6029.84,6029.84,6029.84
10/01/1999,5970.73,5970.73,5970.73,5970.73
10/04/1999,6052.88,6052.88,6052.88,6052.88
10/05/1999,6084.51,6084.51,6084.51,6084.51
10/06/1999,6097.53,6097.53,6097.53,6097.53
10/07/1999,6200.45,6200.45,6200.45,6200.45
10/08/1999,6199.39,6199.39,6199.39,6199.39
10/11/1999,6234.78,6234.78,6234.78,6234.78
10/12/1999,6174.85,6174.85,6174.85,6174.85
10/13/1999,6113.36,6113.36,6113.36,6113.36
10/14/1999,6039.4,6039.4,6039.4,6039.4
10/15/1999,5907.33,5907.33,5907.33,5907.33
10/18/1999,5869.18,5869.18,5869.18,5869.18
10/19/1999,5993.69,5993.69,5993.69,5993.69
10/20/1999,6006.68,6006.68,6006.68,6006.68
10/21/1999,5939.34,5939.34,5939.34,5939.34
10/22/1999,6058.91,6058.91,6058.91,6058.91
10/26/1999,6092.4,6092.4,6092.4,6092.4
10/27/1999,6045.7,6045.7,6045.7,6045.7
10/28/1999,6149.1,6149.1,6149.1,6149.1
10/29/1999,6255.72,6255.72,6255.72,6255.72
11/01/1999,6283.97,6283.97,6283.97,6283.97
11/02/1999,6252,6252,6252,6252
11/03/1999,6280.84,6280.84,6280.84,6280.84
11/04/1999,6331.33,6331.33,6331.33,6331.33
11/05/1999,6356.61,6356.61,6356.61,6356.61
11/08/1999,6374.34,6374.34,6374.34,6374.34
11/09/1999,6435.45,6435.45,6435.45,6435.45
11/10/1999,6446.96,6446.96,6446.96,6446.96
11/11/1999,6551.44,6551.44,6551.44,6551.44
11/12/1999,6511.58,6511.58,6511.58,6511.58
11/15/1999,6533.64,6533.64,6533.64,6533.64
11/16/1999,6582.99,6582.99,6582.99,6582.99
11/17/1999,6555.69,6555.69,6555.69,6555.69
11/18/1999,6550.75,6550.75,6550.75,6550.75
11/19/1999,6482.25,6482.25,6482.25,6482.25
11/22/1999,6441.99,6441.99,6441.99,6441.99
11/23/1999,6534.2,6534.2,6534.2,6534.2
11/30/1999,6597.17,6597.17,6597.17,6597.17
12/01/1999,6645.97,6645.97,6645.97,6645.97
12/02/1999,6653.67,6653.67,6653.67,6653.67
12/03/1999,6742.17,6742.17,6742.17,6742.17
12/06/1999,6694.01,6694.01,6694.01,6694.01
12/07/1999,6660.92,6660.92,6660.92,6660.92
12/08/1999,6619.38,6619.38,6619.38,6619.38
12/09/1999,6680.84,6680.84,6680.84,6680.84
12/10/1999,6739.52,6739.52,6739.52,6739.52
12/13/1999,6710.71,6710.71,6710.71,6710.71
12/14/1999,6702.08,6702.08,6702.08,6702.08
12/15/1999,6633.82,6633.82,6633.82,6633.82
12/16/1999,6671.98,6671.98,6671.98,6671.98
12/17/1999,6724.58,6724.58,6724.58,6724.58
12/20/1999,6731.19,6731.19,6731.19,6731.19
12/21/1999,6707.5,6707.5,6707.5,6707.5
12/22/1999,6728.65,6728.65,6728.65,6728.65
12/23/1999,6776.81,6776.81,6776.81,6776.81
12/24/1999,6806.51,6806.51,6806.51,6806.51
12/29/1999,6835.91,6835.91,6835.91,6835.91
12/30/1999,6930.2,6930.2,6930.2,6930.2
01/05/2000,6535.9,6535.9,6535.9,6535.9
01/06/2000,6447.24,6447.24,6447.24,6447.24
01/07/2000,6504.75,6504.75,6504.75,6504.75
01/10/2000,6607.71,6607.71,6607.71,6607.71
01/11/2000,6518.94,6518.94,6518.94,6518.94
01/12/2000,6532.84,6532.84,6532.84,6532.84
01/13/2000,6531.46,6531.46,6531.46,6531.46
01/14/2000,6658.18,6658.18,6658.18,6658.18
01/17/2000,6669.46,6669.46,6669.46,6669.46
01/18/2000,6504.57,6504.57,6504.57,6504.57
01/19/2000,6445.45,6445.45,6445.45,6445.45
01/20/2000,6348.73,6348.73,6348.73,6348.73
01/21/2000,6346.31,6346.31,6346.31,6346.31
01/24/2000,6379.83,6379.83,6379.83,6379.83
01/25/2000,6274.1,6274.1,6274.1,6274.1
01/26/2000,6375.6,6375.6,6375.6,6375.6
01/27/2000,6440.97,6440.97,6440.97,6440.97
01/28/2000,6375.61,6375.61,6375.61,6375.61
01/31/2000,6268.54,6268.54,6268.54,6268.54
02/01/2000,6290.93,6290.93,6290.93,6290.93
02/02/2000,6302.83,6302.83,6302.83,6302.83
02/03/2000,6324.33,6324.33,6324.33,6324.33
02/04/2000,6184.98,6184.98,6184.98,6184.98
02/07/2000,6118.64,6118.64,6118.64,6118.64
02/08/2000,6285.81,6285.81,6285.81,6285.81
02/09/2000,6315.41,6315.41,6315.41,6315.41
02/10/2000,6279.81,6279.81,6279.81,6279.81
02/11/2000,6193.32,6193.32,6193.32,6193.32
02/14/2000,6068.62,6068.62,6068.62,6068.62
02/15/2000,6005.19,6005.19,6005.19,6005.19
02/17/2000,6209.34,6209.34,6209.34,6209.34
02/18/2000,6164.96,6164.96,6164.96,6164.96
02/21/2000,6081.62,6081.62,6081.62,6081.62
02/22/2000,6014.73,6014.73,6014.73,6014.73
02/23/2000,6144.1,6144.1,6144.1,6144.1
02/24/2000,6086.7,6086.7,6086.7,6086.7
02/25/2000,6197.98,6197.98,6197.98,6197.98
02/28/2000,6099.64,6099.64,6099.64,6099.64
02/29/2000,6232.56,6232.56,6232.56,6232.56
03/01/2000,6364.89,6364.89,6364.89,6364.89
03/02/2000,6432.1,6432.1,6432.1,6432.1
03/03/2000,6487.46,6487.46,6487.46,6487.46
03/06/2000,6567.81,6567.81,6567.81,6567.81
03/07/2000,6466.54,6466.54,6466.54,6466.54
03/08/2000,6411.21,6411.21,6411.21,6411.21
03/09/2000,6532.11,6532.11,6532.11,6532.11
03/10/2000,6568.73,6568.73,6568.73,6568.73
03/13/2000,6466.87,6466.87,6466.87,6466.87
03/14/2000,6487.11,6487.11,6487.11,6487.11
03/15/2000,6446.99,6446.99,6446.99,6446.99
03/16/2000,6557.25,6557.25,6557.25,6557.25
03/17/2000,6557.99,6557.99,6557.99,6557.99
03/20/2000,6624.51,6624.51,6624.51,6624.51
03/21/2000,6617.87,6617.87,6617.87,6617.87
03/22/2000,6609.62,6609.62,6609.62,6609.62
03/23/2000,6594.61,6594.61,6594.61,6594.61
03/24/2000,6738.5,6738.5,6738.5,6738.5
03/27/2000,6687.17,6687.17,6687.17,6687.17
03/28/2000,6650.14,6650.14,6650.14,6650.14
03/29/2000,6598.83,6598.83,6598.83,6598.83
03/30/2000,6445.17,6445.17,6445.17,6445.17
03/31/2000,6540.22,6540.22,6540.22,6540.22
04/03/2000,6462.12,6462.12,6462.12,6462.12
04/04/2000,6427.03,6427.03,6427.03,6427.03
04/05/2000,6379.32,6379.32,6379.32,6379.32
04/06/2000,6451.14,6451.14,6451.14,6451.14
04/07/2000,6569.88,6569.88,6569.88,6569.88
04/10/2000,6533.38,6533.38,6533.38,6533.38
04/11/2000,6379.22,6379.22,6379.22,6379.22
04/12/2000,6350.8,6350.8,6350.8,6350.8
04/13/2000,6357,6357,6357,6357
04/14/2000,6178.12,6178.12,6178.12,6178.12
04/17/2000,5994.57,5994.57,5994.57,5994.57
04/18/2000,6074.04,6074.04,6074.04,6074.04
04/19/2000,6184.91,6184.91,6184.91,6184.91
04/20/2000,6241.22,6241.22,6241.22,6241.22
04/25/2000,6282.97,6282.97,6282.97,6282.97
04/26/2000,6256.53,6256.53,6256.53,6256.53
04/27/2000,6179.27,6179.27,6179.27,6179.27
04/28/2000,6327.43,6327.43,6327.43,6327.43
05/02/2000,6373.39,6373.39,6373.39,6373.39
05/03/2000,6184.79,6184.79,6184.79,6184.79
05/04/2000,6199.58,6199.58,6199.58,6199.58
05/05/2000,6238.84,6238.84,6238.84,6238.84
05/08/2000,6216.3,6216.3,6216.3,6216.3
05/09/2000,6123.81,6123.81,6123.81,6123.81
05/10/2000,6100.65,6100.65,6100.65,6100.65
05/11/2000,6245.88,6245.88,6245.88,6245.88
05/12/2000,6283.45,6283.45,6283.45,6283.45
05/15/2000,6247.7,6247.7,6247.7,6247.7
05/16/2000,6318.36,6318.36,6318.36,6318.36
05/17/2000,6196.22,6196.22,6196.22,6196.22
05/18/2000,6232.95,6232.95,6232.95,6232.95
05/19/2000,6045.38,6045.38,6045.38,6045.38
05/23/2000,6086.79,6086.79,6086.79,6086.79
05/24/2000,6118.62,6118.62,6118.62,6118.62
05/25/2000,6231.11,6231.11,6231.11,6231.11
05/26/2000,6216.92,6216.92,6216.92,6216.92
05/30/2000,6359.57,6359.57,6359.57,6359.57
05/31/2000,6359.35,6359.35,6359.35,6359.35
06/01/2000,6470.54,6470.54,6470.54,6470.54
06/02/2000,6626.38,6626.38,6626.38,6626.38
06/05/2000,6546.65,6546.65,6546.65,6546.65
06/06/2000,6546.75,6546.75,6546.75,6546.75
06/07/2000,6503.82,6503.82,6503.82,6503.82
06/08/2000,6496.57,6496.57,6496.57,6496.57
06/09/2000,6443.78,6443.78,6443.78,6443.78
06/12/2000,6430.88,6430.88,6430.88,6430.88
06/13/2000,6447.11,6447.11,6447.11,6447.11
06/14/2000,6536.29,6536.29,6536.29,6536.29
06/15/2000,6490.81,6490.81,6490.81,6490.81
06/16/2000,6526.01,6526.01,6526.01,6526.01
06/19/2000,6490.22,6490.22,6490.22,6490.22
06/20/2000,6526.93,6526.93,6526.93,6526.93
06/21/2000,6477.76,6477.76,6477.76,6477.76
06/22/2000,6413.82,6413.82,6413.82,6413.82
06/23/2000,6391.49,6391.49,6391.49,6391.49
06/26/2000,6405.17,6405.17,6405.17,6405.17
06/27/2000,6375.33,6375.33,6375.33,6375.33
06/28/2000,6313.53,6313.53,6313.53,6313.53
06/29/2000,6238.98,6238.98,6238.98,6238.98
06/30/2000,6312.71,6312.71,6312.71,6312.71
07/03/2000,6470.43,6470.43,6470.43,6470.43
07/04/2000,6416.99,6416.99,6416.99,6416.99
07/05/2000,6382.46,6382.46,6382.46,6382.46
07/06/2000,6419.59,6419.59,6419.59,6419.59
07/07/2000,6497.54,6497.54,6497.54,6497.54
07/10/2000,6466.24,6466.24,6466.24,6466.24
07/11/2000,6475.84,6475.84,6475.84,6475.84
07/12/2000,6518.5,6518.5,6518.5,6518.5
07/13/2000,6475.73,6475.73,6475.73,6475.73
07/14/2000,6475.36,6475.36,6475.36,6475.36
07/17/2000,6525.45,6525.45,6525.45,6525.45
07/18/2000,6450.54,6450.54,6450.54,6450.54
07/19/2000,6465.45,6465.45,6465.45,6465.45
07/20/2000,6469.01,6469.01,6469.01,6469.01
07/21/2000,6378.42,6378.42,6378.42,6378.42
07/24/2000,6381.31,6381.31,6381.31,6381.31
07/25/2000,6390.74,6390.74,6390.74,6390.74
07/26/2000,6387.09,6387.09,6387.09,6387.09
07/27/2000,6352.13,6352.13,6352.13,6352.13
07/28/2000,6335.69,6335.69,6335.69,6335.69
07/31/2000,6365.26,6365.26,6365.26,6365.26
08/01/2000,6379.35,6379.35,6379.35,6379.35
08/02/2000,6391.28,6391.28,6391.28,6391.28
08/03/2000,6317.13,6317.13,6317.13,6317.13
08/04/2000,6363.51,6363.51,6363.51,6363.51
08/07/2000,6387.78,6387.78,6387.78,6387.78
08/08/2000,6358.12,6358.12,6358.12,6358.12
08/09/2000,6413.97,6413.97,6413.97,6413.97
08/10/2000,6387.27,6387.27,6387.27,6387.27
08/11/2000,6384.46,6384.46,6384.46,6384.46
08/15/2000,6475.52,6475.52,6475.52,6475.52
08/16/2000,6532.05,6532.05,6532.05,6532.05
08/17/2000,6518.17,6518.17,6518.17,6518.17
08/18/2000,6543.66,6543.66,6543.66,6543.66
08/21/2000,6542.19,6542.19,6542.19,6542.19
08/22/2000,6584.82,6584.82,6584.82,6584.82
08/23/2000,6566.24,6566.24,6566.24,6566.24
08/24/2000,6557.04,6557.04,6557.04,6557.04
08/25/2000,6563.71,6563.71,6563.71,6563.71
08/29/2000,6586.27,6586.27,6586.27,6586.27
08/30/2000,6615.12,6615.12,6615.12,6615.12
08/31/2000,6672.66,6672.66,6672.66,6672.66
09/01/2000,6795.01,6795.01,6795.01,6795.01
09/04/2000,6798.06,6798.06,6798.06,6798.06
09/05/2000,6752.48,6752.48,6752.48,6752.48
09/06/2000,6694.73,6694.73,6694.73,6694.73
09/07/2000,6689.19,6689.19,6689.19,6689.19
09/08/2000,6600.74,6600.74,6600.74,6600.74
09/11/2000,6581.96,6581.96,6581.96,6581.96
09/12/2000,6555.52,6555.52,6555.52,6555.52
09/13/2000,6478.19,6478.19,6478.19,6478.19
09/14/2000,6555.5,6555.5,6555.5,6555.5
09/15/2000,6417.3,6417.3,6417.3,6417.3
09/18/2000,6410.15,6410.15,6410.15,6410.15
09/19/2000,6403.5,6403.5,6403.5,6403.5
09/20/2000,6279.87,6279.87,6279.87,6279.87
09/21/2000,6199.16,6199.16,6199.16,6199.16
09/22/2000,6205.92,6205.92,6205.92,6205.92
09/25/2000,6257.13,6257.13,6257.13,6257.13
09/26/2000,6213.21,6213.21,6213.21,6213.21
09/27/2000,6269.34,6269.34,6269.34,6269.34
09/28/2000,6264.06,6264.06,6264.06,6264.06
09/29/2000,6294.24,6294.24,6294.24,6294.24
10/02/2000,6284.46,6284.46,6284.46,6284.46
10/03/2000,6345.04,6345.04,6345.04,6345.04
10/04/2000,6334.94,6334.94,6334.94,6334.94
10/05/2000,6381.98,6381.98,6381.98,6381.98
10/06/2000,6391.23,6391.23,6391.23,6391.23
10/09/2000,6264.84,6264.84,6264.84,6264.84
10/10/2000,6247.68,6247.68,6247.68,6247.68
10/11/2000,6117.63,6117.63,6117.63,6117.63
10/12/2000,6131.94,6131.94,6131.94,6131.94
10/13/2000,6209.58,6209.58,6209.58,6209.58
10/16/2000,6285.73,6285.73,6285.73,6285.73
10/17/2000,6203.25,6203.25,6203.25,6203.25
10/18/2000,6148.24,6148.24,6148.24,6148.24
10/19/2000,6218.91,6218.91,6218.91,6218.91
10/20/2000,6276.27,6276.27,6276.27,6276.27
10/23/2000,6315.9,6315.9,6315.9,6315.9
10/24/2000,6438.38,6438.38,6438.38,6438.38
10/25/2000,6367.83,6367.83,6367.83,6367.83
10/26/2000,6302.32,6302.32,6302.32,6302.32
10/27/2000,6366.55,6366.55,6366.55,6366.55
10/30/2000,6388.4,6388.4,6388.4,6388.4
10/31/2000,6438.42,6438.42,6438.42,6438.42
11/01/2000,6457.61,6457.61,6457.61,6457.61
11/02/2000,6392.01,6392.01,6392.01,6392.01
11/03/2000,6385.44,6385.44,6385.44,6385.44
11/06/2000,6430.99,6430.99,6430.99,6430.99
11/07/2000,6466.91,6466.91,6466.91,6466.91
11/08/2000,6477.37,6477.37,6477.37,6477.37
11/09/2000,6442.19,6442.19,6442.19,6442.19
11/10/2000,6400.22,6400.22,6400.22,6400.22
11/13/2000,6274.82,6274.82,6274.82,6274.82
11/14/2000,6412.85,6412.85,6412.85,6412.85
11/15/2000,6432.29,6432.29,6432.29,6432.29
11/16/2000,6430.44,6430.44,6430.44,6430.44
11/17/2000,6440.1,6440.1,6440.1,6440.1
11/20/2000,6344.98,6344.98,6344.98,6344.98
11/21/2000,6382.15,6382.15,6382.15,6382.15
11/22/2000,6221.36,6221.36,6221.36,6221.36
11/23/2000,6287.26,6287.26,6287.26,6287.26
11/24/2000,6327.55,6327.55,6327.55,6327.55
11/27/2000,6374.69,6374.69,6374.69,6374.69
11/28/2000,6249.8,6249.8,6249.8,6249.8
11/29/2000,6164.88,6164.88,6164.88,6164.88
11/30/2000,6142.19,6142.19,6142.19,6142.19
12/01/2000,6170.42,6170.42,6170.42,6170.42
12/04/2000,6158.67,6158.67,6158.67,6158.67
12/05/2000,6298.98,6298.98,6298.98,6298.98
12/06/2000,6273.32,6273.32,6273.32,6273.32
12/07/2000,6231.37,6231.37,6231.37,6231.37
12/08/2000,6288.33,6288.33,6288.33,6288.33
12/11/2000,6370.35,6370.35,6370.35,6370.35
12/12/2000,6390.41,6390.41,6390.41,6390.41
12/13/2000,6402.96,6402.96,6402.96,6402.96
12/14/2000,6263.81,6263.81,6263.81,6263.81
12/15/2000,6175.81,6175.81,6175.81,6175.81
12/18/2000,6246.48,6246.48,6246.48,6246.48
12/19/2000,6294.98,6294.98,6294.98,6294.98
12/20/2000,6176.71,6176.71,6176.71,6176.71
12/21/2000,6115.48,6115.48,6115.48,6115.48
12/22/2000,6097.53,6097.53,6097.53,6097.53
12/27/2000,6218.17,6218.17,6218.17,6218.17
12/28/2000,6223.22,6223.22,6223.22,6223.22
12/29/2000,6222.46,6222.46,6222.46,6222.46
01/02/2001,6174.74,6174.74,6174.74,6174.74
01/03/2001,6039.89,6039.89,6039.89,6039.89
