Date,Open,High,Low,Close,Adj Close,Volume
10/06/1987,860.799988,860.799988,860.799988,860.799988,860.799988,0
11/06/1987,868.26001,868.26001,868.26001,868.26001,868.26001,0
12/06/1987,869.280029,869.280029,869.280029,869.280029,869.280029,0
15/06/1987,879.820007,879.820007,879.820007,879.820007,879.820007,0
16/06/1987,885.409973,885.409973,885.409973,885.409973,885.409973,0
17/06/1987,885.929993,885.929993,885.929993,885.929993,885.929993,0
18/06/1987,885.190002,885.190002,885.190002,885.190002,885.190002,0
19/06/1987,897.159973,897.159973,897.159973,897.159973,897.159973,0
22/06/1987,908.72998,908.72998,908.72998,908.72998,908.72998,0
23/06/1987,915.580017,915.580017,915.580017,915.580017,915.580017,0
24/06/1987,901.599976,901.599976,901.599976,901.599976,901.599976,0
25/06/1987,903.659973,903.659973,903.659973,903.659973,903.659973,0
26/06/1987,909.419983,909.419983,909.419983,909.419983,909.419983,0
29/06/1987,909.76001,909.76001,909.76001,909.76001,909.76001,0
30/06/1987,905.299988,905.299988,905.299988,905.299988,905.299988,0
01/07/1987,894.320007,894.320007,894.320007,894.320007,894.320007,0
02/07/1987,904.150024,904.150024,904.150024,904.150024,904.150024,0
03/07/1987,917.809998,917.809998,917.809998,917.809998,917.809998,0
06/07/1987,918.190002,918.190002,918.190002,918.190002,918.190002,0
07/07/1987,917.150024,917.150024,917.150024,917.150024,917.150024,0
08/07/1987,923.200012,923.200012,923.200012,923.200012,923.200012,0
09/07/1987,920.76001,920.76001,920.76001,920.76001,920.76001,0
10/07/1987,921.820007,921.820007,921.820007,921.820007,921.820007,0
13/07/1987,921.72998,921.72998,921.72998,921.72998,921.72998,0
14/07/1987,925.929993,925.929993,925.929993,925.929993,925.929993,0
15/07/1987,928.919983,928.919983,928.919983,928.919983,928.919983,0
16/07/1987,932.150024,932.150024,932.150024,932.150024,932.150024,0
17/07/1987,941.030029,941.030029,941.030029,941.030029,941.030029,0
20/07/1987,945.380005,945.380005,945.380005,945.380005,945.380005,0
21/07/1987,941.539978,941.539978,941.539978,941.539978,941.539978,0
22/07/1987,937.130005,937.130005,937.130005,937.130005,937.130005,0
23/07/1987,932.119995,932.119995,932.119995,932.119995,932.119995,0
24/07/1987,933.190002,933.190002,933.190002,933.190002,933.190002,0
27/07/1987,936.900024,936.900024,936.900024,936.900024,936.900024,0
28/07/1987,941.840027,941.840027,941.840027,941.840027,941.840027,0
29/07/1987,949.380005,949.380005,949.380005,949.380005,949.380005,0
30/07/1987,957.799988,957.799988,957.799988,957.799988,957.799988,0
31/07/1987,955.830017,955.830017,955.830017,955.830017,955.830017,0
03/08/1987,959.679993,959.679993,959.679993,959.679993,959.679993,0
04/08/1987,957.200012,957.200012,957.200012,957.200012,957.200012,0
05/08/1987,955.549988,955.549988,955.549988,955.549988,955.549988,0
06/08/1987,961.219971,961.219971,961.219971,961.219971,961.219971,0
07/08/1987,963.119995,963.119995,963.119995,963.119995,963.119995,0
10/08/1987,962.460022,962.460022,962.460022,962.460022,962.460022,0
11/08/1987,952.679993,952.679993,952.679993,952.679993,952.679993,0
12/08/1987,961.799988,961.799988,961.799988,961.799988,961.799988,0
13/08/1987,959.799988,959.799988,959.799988,959.799988,959.799988,0
14/08/1987,961.789978,961.789978,961.789978,961.789978,961.789978,0
17/08/1987,959.109985,959.109985,959.109985,959.109985,959.109985,0
18/08/1987,949.25,949.25,949.25,949.25,949.25,0
19/08/1987,940.090027,940.090027,940.090027,940.090027,940.090027,0
20/08/1987,949.219971,949.219971,949.219971,949.219971,949.219971,0
21/08/1987,950.030029,950.030029,950.030029,950.030029,950.030029,0
24/08/1987,941.890015,941.890015,941.890015,941.890015,941.890015,0
25/08/1987,941.909973,941.909973,941.909973,941.909973,941.909973,0
26/08/1987,942.200012,942.200012,942.200012,942.200012,942.200012,0
27/08/1987,943.299988,943.299988,943.299988,943.299988,943.299988,0
28/08/1987,947.549988,947.549988,947.549988,947.549988,947.549988,0
31/08/1987,951.059998,951.059998,951.059998,951.059998,951.059998,0
01/09/1987,953.630005,953.630005,953.630005,953.630005,953.630005,0
02/09/1987,947.23999,947.23999,947.23999,947.23999,947.23999,0
03/09/1987,939.539978,939.539978,939.539978,939.539978,939.539978,0
04/09/1987,930.390015,930.390015,930.390015,930.390015,930.390015,0
07/09/1987,919.530029,919.530029,919.530029,919.530029,919.530029,0
08/09/1987,919.469971,919.469971,919.469971,919.469971,919.469971,0
09/09/1987,919.76001,919.76001,919.76001,919.76001,919.76001,0
10/09/1987,928.080017,928.080017,928.080017,928.080017,928.080017,0
11/09/1987,933.419983,933.419983,933.419983,933.419983,933.419983,0
14/09/1987,940.809998,940.809998,940.809998,940.809998,940.809998,0
15/09/1987,936.450012,936.450012,936.450012,936.450012,936.450012,0
16/09/1987,930.909973,930.909973,930.909973,930.909973,930.909973,0
17/09/1987,934.090027,934.090027,934.090027,934.090027,934.090027,0
18/09/1987,928.5,928.5,928.5,928.5,928.5,0
21/09/1987,927.099976,927.099976,927.099976,927.099976,927.099976,0
22/09/1987,922.48999,922.48999,922.48999,922.48999,922.48999,0
23/09/1987,937.849976,937.849976,937.849976,937.849976,937.849976,0
24/09/1987,931.47998,931.47998,931.47998,931.47998,931.47998,0
25/09/1987,928.340027,928.340027,928.340027,928.340027,928.340027,0
28/09/1987,934,934,934,934,934,0
29/09/1987,936.200012,936.200012,936.200012,936.200012,936.200012,0
30/09/1987,930.710022,930.710022,930.710022,930.710022,930.710022,0
01/10/1987,938.200012,938.200012,938.200012,938.200012,938.200012,0
02/10/1987,944.200012,944.200012,944.200012,944.200012,944.200012,0
05/10/1987,949.419983,949.419983,949.419983,949.419983,949.419983,0
06/10/1987,945.26001,945.26001,945.26001,945.26001,945.26001,0
07/10/1987,935.789978,935.789978,935.789978,935.789978,935.789978,0
08/10/1987,940.330017,940.330017,940.330017,940.330017,940.330017,0
09/10/1987,926.630005,926.630005,926.630005,926.630005,926.630005,0
12/10/1987,919.640015,919.640015,919.640015,919.640015,919.640015,0
13/10/1987,921.869995,921.869995,921.869995,921.869995,921.869995,0
14/10/1987,916.830017,916.830017,916.830017,916.830017,916.830017,0
15/10/1987,901.830017,901.830017,901.830017,901.830017,901.830017,0
16/10/1987,894.22998,894.22998,894.22998,894.22998,894.22998,0
19/10/1987,823.320007,823.320007,823.320007,823.320007,823.320007,0
20/10/1987,783.330017,783.330017,783.330017,783.330017,783.330017,0
21/10/1987,831.369995,831.369995,831.369995,831.369995,831.369995,0
22/10/1987,799.940002,799.940002,799.940002,799.940002,799.940002,0
23/10/1987,788.590027,788.590027,788.590027,788.590027,788.590027,0
26/10/1987,734.340027,734.340027,734.340027,734.340027,734.340027,0
27/10/1987,741.48999,741.48999,741.48999,741.48999,741.48999,0
28/10/1987,701.320007,701.320007,701.320007,701.320007,701.320007,0
29/10/1987,691.309998,691.309998,691.309998,691.309998,691.309998,0
30/10/1987,730.75,730.75,730.75,730.75,730.75,0
02/11/1987,725.429993,725.429993,725.429993,725.429993,725.429993,0
03/11/1987,712.869995,712.869995,712.869995,712.869995,712.869995,0
04/11/1987,689.48999,689.48999,689.48999,689.48999,689.48999,0
05/11/1987,682.119995,682.119995,682.119995,682.119995,682.119995,0
06/11/1987,683.039978,683.039978,683.039978,683.039978,683.039978,0
09/11/1987,654.090027,654.090027,654.090027,654.090027,654.090027,0
10/11/1987,615.900024,615.900024,615.900024,615.900024,615.900024,0
11/11/1987,632.359985,632.359985,632.359985,632.359985,632.359985,0
12/11/1987,676.320007,676.320007,676.320007,676.320007,676.320007,0
13/11/1987,674.570007,674.570007,674.570007,674.570007,674.570007,0
16/11/1987,694.950012,694.950012,694.950012,694.950012,694.950012,0
17/11/1987,678.119995,678.119995,678.119995,678.119995,678.119995,0
18/11/1987,676.369995,676.369995,676.369995,676.369995,676.369995,0
19/11/1987,669.380005,669.380005,669.380005,669.380005,669.380005,0
20/11/1987,653.27002,653.27002,653.27002,653.27002,653.27002,0
23/11/1987,658.179993,658.179993,658.179993,658.179993,658.179993,0
24/11/1987,676.140015,676.140015,676.140015,676.140015,676.140015,0
25/11/1987,675.26001,675.26001,675.26001,675.26001,675.26001,0
26/11/1987,671.130005,671.130005,671.130005,671.130005,671.130005,0
27/11/1987,675.210022,675.210022,675.210022,675.210022,675.210022,0
30/11/1987,658.030029,658.030029,658.030029,658.030029,658.030029,0
01/12/1987,654.900024,654.900024,654.900024,654.900024,654.900024,0
02/12/1987,655.070007,655.070007,655.070007,655.070007,655.070007,0
03/12/1987,650.919983,650.919983,650.919983,650.919983,650.919983,0
04/12/1987,635.830017,635.830017,635.830017,635.830017,635.830017,0
07/12/1987,634.130005,634.130005,634.130005,634.130005,634.130005,0
08/12/1987,638.179993,638.179993,638.179993,638.179993,638.179993,0
09/12/1987,640.48999,640.48999,640.48999,640.48999,640.48999,0
10/12/1987,641.109985,641.109985,641.109985,641.109985,641.109985,0
11/12/1987,636.25,636.25,636.25,636.25,636.25,0
14/12/1987,639.669983,639.669983,639.669983,639.669983,639.669983,0
15/12/1987,648.780029,648.780029,648.780029,648.780029,648.780029,0
16/12/1987,661.400024,661.400024,661.400024,661.400024,661.400024,0
17/12/1987,663.469971,663.469971,663.469971,663.469971,663.469971,0
18/12/1987,658.559998,658.559998,658.559998,658.559998,658.559998,0
21/12/1987,665.5,665.5,665.5,665.5,665.5,0
22/12/1987,667.530029,667.530029,667.530029,667.530029,667.530029,0
23/12/1987,672.73999,672.73999,672.73999,672.73999,672.73999,0
24/12/1987,671.570007,671.570007,671.570007,671.570007,671.570007,0
25/12/1987,671.570007,671.570007,671.570007,671.570007,671.570007,0
28/12/1987,663.679993,663.679993,663.679993,663.679993,663.679993,0
29/12/1987,651.880005,651.880005,651.880005,651.880005,651.880005,0
30/12/1987,656.140015,656.140015,656.140015,656.140015,656.140015,0
31/12/1987,648.130005,648.130005,648.130005,648.130005,648.130005,0
01/01/1988,648.320007,648.320007,648.320007,648.320007,648.320007,0
04/01/1988,633.299988,633.299988,633.299988,633.299988,633.299988,0
05/01/1988,658.47998,658.47998,658.47998,658.47998,658.47998,0
06/01/1988,665.429993,665.429993,665.429993,665.429993,665.429993,0
07/01/1988,669.130005,669.130005,669.130005,669.130005,669.130005,0
08/01/1988,674.719971,674.719971,674.719971,674.719971,674.719971,0
11/01/1988,650.119995,650.119995,650.119995,650.119995,650.119995,0
12/01/1988,649.159973,649.159973,649.159973,649.159973,649.159973,0
13/01/1988,639.190002,639.190002,639.190002,639.190002,639.190002,0
14/01/1988,642.679993,642.679993,642.679993,642.679993,642.679993,0
15/01/1988,645.789978,645.789978,645.789978,645.789978,645.789978,0
18/01/1988,661.849976,661.849976,661.849976,661.849976,661.849976,0
19/01/1988,648.619995,648.619995,648.619995,648.619995,648.619995,0
20/01/1988,638.349976,638.349976,638.349976,638.349976,638.349976,0
21/01/1988,633.539978,633.539978,633.539978,633.539978,633.539978,0
22/01/1988,635.909973,635.909973,635.909973,635.909973,635.909973,0
25/01/1988,636.190002,636.190002,636.190002,636.190002,636.190002,0
26/01/1988,640.179993,640.179993,640.179993,640.179993,640.179993,0
27/01/1988,637.469971,637.469971,637.469971,637.469971,637.469971,0
28/01/1988,633.5,633.5,633.5,633.5,633.5,0
29/01/1988,635.950012,635.950012,635.950012,635.950012,635.950012,0
01/02/1988,639.48999,639.48999,639.48999,639.48999,639.48999,0
02/02/1988,638.98999,638.98999,638.98999,638.98999,638.98999,0
03/02/1988,644.820007,644.820007,644.820007,644.820007,644.820007,0
04/02/1988,653.51001,653.51001,653.51001,653.51001,653.51001,0
05/02/1988,655.590027,655.590027,655.590027,655.590027,655.590027,0
08/02/1988,660.390015,660.390015,660.390015,660.390015,660.390015,0
09/02/1988,652.070007,652.070007,652.070007,652.070007,652.070007,0
10/02/1988,658.26001,658.26001,658.26001,658.26001,658.26001,0
11/02/1988,673,673,673,673,673,0
12/02/1988,678.609985,678.609985,678.609985,678.609985,678.609985,0
15/02/1988,686.679993,686.679993,686.679993,686.679993,686.679993,0
16/02/1988,688.359985,688.359985,688.359985,688.359985,688.359985,0
17/02/1988,696.789978,696.789978,696.789978,696.789978,696.789978,0
18/02/1988,697.01001,697.01001,697.01001,697.01001,697.01001,0
19/02/1988,695.960022,695.960022,695.960022,695.960022,695.960022,0
22/02/1988,702.049988,702.049988,702.049988,702.049988,702.049988,0
23/02/1988,704.530029,704.530029,704.530029,704.530029,704.530029,0
24/02/1988,707.130005,707.130005,707.130005,707.130005,707.130005,0
25/02/1988,712.169983,712.169983,712.169983,712.169983,712.169983,0
26/02/1988,705.059998,705.059998,705.059998,705.059998,705.059998,0
29/02/1988,708.880005,708.880005,708.880005,708.880005,708.880005,0
01/03/1988,715.830017,715.830017,715.830017,715.830017,715.830017,0
02/03/1988,717.619995,717.619995,717.619995,717.619995,717.619995,0
03/03/1988,716.51001,716.51001,716.51001,716.51001,716.51001,0
04/03/1988,711.090027,711.090027,711.090027,711.090027,711.090027,0
07/03/1988,700.570007,700.570007,700.570007,700.570007,700.570007,0
08/03/1988,709.98999,709.98999,709.98999,709.98999,709.98999,0
09/03/1988,713.47998,713.47998,713.47998,713.47998,713.47998,0
10/03/1988,719.47998,719.47998,719.47998,719.47998,719.47998,0
11/03/1988,713.280029,713.280029,713.280029,713.280029,713.280029,0
14/03/1988,714.179993,714.179993,714.179993,714.179993,714.179993,0
15/03/1988,714.820007,714.820007,714.820007,714.820007,714.820007,0
16/03/1988,721.599976,721.599976,721.599976,721.599976,721.599976,0
17/03/1988,706.849976,706.849976,706.849976,706.849976,706.849976,0
18/03/1988,743.450012,743.450012,743.450012,743.450012,743.450012,0
21/03/1988,740.409973,740.409973,740.409973,740.409973,740.409973,0
22/03/1988,729.929993,729.929993,729.929993,729.929993,729.929993,0
23/03/1988,731.400024,731.400024,731.400024,731.400024,731.400024,0
24/03/1988,729.039978,729.039978,729.039978,729.039978,729.039978,0
25/03/1988,719.869995,719.869995,719.869995,719.869995,719.869995,0
28/03/1988,700.5,700.5,700.5,700.5,700.5,0
29/03/1988,706.159973,706.159973,706.159973,706.159973,706.159973,0
30/03/1988,706.390015,706.390015,706.390015,706.390015,706.390015,0
31/03/1988,701.559998,701.559998,701.559998,701.559998,701.559998,0
01/04/1988,701.369995,701.369995,701.369995,701.369995,701.369995,0
04/04/1988,699.450012,699.450012,699.450012,699.450012,699.450012,0
05/04/1988,696.840027,696.840027,696.840027,696.840027,696.840027,0
06/04/1988,707.349976,707.349976,707.349976,707.349976,707.349976,0
07/04/1988,712.880005,712.880005,712.880005,712.880005,712.880005,0
08/04/1988,712.359985,712.359985,712.359985,712.359985,712.359985,0
11/04/1988,723.059998,723.059998,723.059998,723.059998,723.059998,0
12/04/1988,728.309998,728.309998,728.309998,728.309998,728.309998,0
13/04/1988,731.26001,731.26001,731.26001,731.26001,731.26001,0
14/04/1988,725.77002,725.77002,725.77002,725.77002,725.77002,0
15/04/1988,712.419983,712.419983,712.419983,712.419983,712.419983,0
18/04/1988,711.599976,711.599976,711.599976,711.599976,711.599976,0
19/04/1988,716.630005,716.630005,716.630005,716.630005,716.630005,0
20/04/1988,711.859985,711.859985,711.859985,711.859985,711.859985,0
21/04/1988,708.22998,708.22998,708.22998,708.22998,708.22998,0
22/04/1988,711.580017,711.580017,711.580017,711.580017,711.580017,0
25/04/1988,714.450012,714.450012,714.450012,714.450012,714.450012,0
26/04/1988,716.27002,716.27002,716.27002,716.27002,716.27002,0
27/04/1988,714.719971,714.719971,714.719971,714.719971,714.719971,0
28/04/1988,717.47998,717.47998,717.47998,717.47998,717.47998,0
29/04/1988,710.549988,710.549988,710.549988,710.549988,710.549988,0
02/05/1988,709.880005,709.880005,709.880005,709.880005,709.880005,0
03/05/1988,705.580017,705.580017,705.580017,705.580017,705.580017,0
04/05/1988,710.630005,710.630005,710.630005,710.630005,710.630005,0
05/05/1988,708.48999,708.48999,708.48999,708.48999,708.48999,0
06/05/1988,707.039978,707.039978,707.039978,707.039978,707.039978,0
09/05/1988,694.640015,694.640015,694.640015,694.640015,694.640015,0
10/05/1988,691.690002,691.690002,691.690002,691.690002,691.690002,0
11/05/1988,682.599976,682.599976,682.599976,682.599976,682.599976,0
12/05/1988,680.099976,680.099976,680.099976,680.099976,680.099976,0
13/05/1988,678.98999,678.98999,678.98999,678.98999,678.98999,0
16/05/1988,693.320007,693.320007,693.320007,693.320007,693.320007,0
17/05/1988,699.72998,699.72998,699.72998,699.72998,699.72998,0
18/05/1988,697.679993,697.679993,697.679993,697.679993,697.679993,0
19/05/1988,686.380005,686.380005,686.380005,686.380005,686.380005,0
20/05/1988,691,691,691,691,691,0
23/05/1988,688.630005,688.630005,688.630005,688.630005,688.630005,0
24/05/1988,689.830017,689.830017,689.830017,689.830017,689.830017,0
25/05/1988,698.419983,698.419983,698.419983,698.419983,698.419983,0
26/05/1988,697.559998,697.559998,697.559998,697.559998,697.559998,0
27/05/1988,696.039978,696.039978,696.039978,696.039978,696.039978,0
30/05/1988,702.309998,702.309998,702.309998,702.309998,702.309998,0
31/05/1988,711.119995,711.119995,711.119995,711.119995,711.119995,0
01/06/1988,724.440002,724.440002,724.440002,724.440002,724.440002,0
02/06/1988,742.440002,742.440002,742.440002,742.440002,742.440002,0
03/06/1988,732.450012,732.450012,732.450012,732.450012,732.450012,0
06/06/1988,736.98999,736.98999,736.98999,736.98999,736.98999,0
07/06/1988,733.469971,733.469971,733.469971,733.469971,733.469971,0
08/06/1988,736.429993,736.429993,736.429993,736.429993,736.429993,0
09/06/1988,749.580017,749.580017,749.580017,749.580017,749.580017,0
10/06/1988,749.26001,749.26001,749.26001,749.26001,749.26001,0
13/06/1988,746.51001,746.51001,746.51001,746.51001,746.51001,0
14/06/1988,750.26001,750.26001,750.26001,750.26001,750.26001,0
15/06/1988,752.48999,752.48999,752.48999,752.48999,752.48999,0
16/06/1988,745.169983,745.169983,745.169983,745.169983,745.169983,0
17/06/1988,747.380005,747.380005,747.380005,747.380005,747.380005,0
20/06/1988,745.559998,745.559998,745.559998,745.559998,745.559998,0
21/06/1988,748.289978,748.289978,748.289978,748.289978,748.289978,0
22/06/1988,754.22998,754.22998,754.22998,754.22998,754.22998,0
23/06/1988,759.340027,759.340027,759.340027,759.340027,759.340027,0
24/06/1988,763.669983,763.669983,763.669983,763.669983,763.669983,0
27/06/1988,762.98999,762.98999,762.98999,762.98999,762.98999,0
28/06/1988,756.75,756.75,756.75,756.75,756.75,0
29/06/1988,760.820007,760.820007,760.820007,760.820007,760.820007,0
30/06/1988,760.539978,760.539978,760.539978,760.539978,760.539978,0
01/07/1988,769.630005,769.630005,769.630005,769.630005,769.630005,0
04/07/1988,771.48999,771.48999,771.48999,771.48999,771.48999,0
05/07/1988,775.349976,775.349976,775.349976,775.349976,775.349976,0
06/07/1988,787.969971,787.969971,787.969971,787.969971,787.969971,0
07/07/1988,783.359985,783.359985,783.359985,783.359985,783.359985,0
08/07/1988,783.070007,783.070007,783.070007,783.070007,783.070007,0
11/07/1988,780.719971,780.719971,780.719971,780.719971,780.719971,0
12/07/1988,771.98999,771.98999,771.98999,771.98999,771.98999,0
13/07/1988,766.98999,766.98999,766.98999,766.98999,766.98999,0
14/07/1988,770.820007,770.820007,770.820007,770.820007,770.820007,0
15/07/1988,774.77002,774.77002,774.77002,774.77002,774.77002,0
18/07/1988,772.109985,772.109985,772.109985,772.109985,772.109985,0
19/07/1988,767.359985,767.359985,767.359985,767.359985,767.359985,0
20/07/1988,771.809998,771.809998,771.809998,771.809998,771.809998,0
21/07/1988,772.109985,772.109985,772.109985,772.109985,772.109985,0
22/07/1988,765.789978,765.789978,765.789978,765.789978,765.789978,0
25/07/1988,765.030029,765.030029,765.030029,765.030029,765.030029,0
26/07/1988,772.580017,772.580017,772.580017,772.580017,772.580017,0
27/07/1988,775.460022,775.460022,775.460022,775.460022,775.460022,0
28/07/1988,771.119995,771.119995,771.119995,771.119995,771.119995,0
29/07/1988,780.030029,780.030029,780.030029,780.030029,780.030029,0
01/08/1988,786.650024,786.650024,786.650024,786.650024,786.650024,0
