6.517823221364438258e-01,6.441669265010263601e-01,6.258212634622495329e-01,6.360904191604586089e-01,6.257965185597613722e-01,6.194488276719911646e-01,6.339826730570128355e-01,6.397769256639601609e-01,6.249985380411355873e-01,6.054277545111259595e-01,6.175729065698721820e-01,6.240354471766663691e-01,6.178208525228512382e-01,5.899794489624273774e-01,6.191544903410102219e-01,5.978719827054440605e-01,6.076353735288255731e-01,6.159952372141566102e-01,6.406349911250905915e-01,6.177894879778855763e-01
6.579155762315510581e-01,6.233602979593155791e-01,6.150996818926237619e-01,6.051719201526170044e-01,6.149708955152882739e-01,6.384074518537626863e-01,5.981840432041111155e-01,6.062282157139418093e-01,6.200820266314737150e-01,5.969124339206022256e-01,5.862755487161137591e-01,6.050489612085292457e-01,6.095896843466127590e-01,6.270626743499139177e-01,6.110535069441281886e-01,5.938540376565921708e-01,6.069178991596841932e-01,6.261767039978012317e-01,6.023532002200763236e-01,6.175574649431104790e-01
6.480477038691162539e-01,6.244415269670873236e-01,6.245521331201165927e-01,6.034961331015959995e-01,6.107851894299339834e-01,6.061480611196428114e-01,6.184439760628318572e-01,6.183255654864173723e-01,6.087423776305410650e-01,5.826624166279521511e-01,6.171433286451136757e-01,6.118616575469018048e-01,6.226527344545204068e-01,5.981591730830567721e-01,5.926990401226981398e-01,6.024705372530005931e-01,6.277056735176539393e-01,6.164892539088225876e-01,6.017768256842354058e-01,6.143377677514811896e-01
6.479819838980144242e-01,6.335530241915141580e-01,6.050460886861820375e-01,5.868979878684451590e-01,6.093530248958378692e-01,6.079377705621429318e-01,6.147759353142916439e-01,5.788475842802286442e-01,5.803665564449382863e-01,6.081281007761298874e-01,6.110948659120224447e-01,5.918769208217975475e-01,6.048519230039298700e-01,6.031628297469309175e-01,5.916081445394102412e-01,5.930112852226271380e-01,5.874796309937001526e-01,5.952021147988438843e-01,5.865301585312640009e-01,5.956275143918932091e-01
6.490601967551857809e-01,6.181285306289489023e-01,5.873817376822831893e-01,6.129914741893699448e-01,6.122610046757290814e-01,5.927428535757242045e-01,5.934360051849730811e-01,5.822231747641878341e-01,6.121595312171876913e-01,6.082848861823502151e-01,5.772246890344235881e-01,5.902023955858448634e-01,5.976286560139872917e-01,6.105376461419115275e-01,6.033667510231427444e-01,6.050305845242154312e-01,5.947916153067644984e-01,5.933388339541172396e-01,5.878259023302345732e-01,5.907223745836537310e-01
6.481083809623295888e-01,6.142446095537087425e-01,5.880028328873531107e-01,5.987173991385297267e-01,5.938237987091570247e-01,6.033260411246962329e-01,6.185578030745012557e-01,5.916112645024764749e-01,6.016146362672529779e-01,5.889520755790998985e-01,5.971053425804782044e-01,5.765214464515339143e-01,5.821746714747645379e-01,5.821055528305022486e-01,5.721134043044622253e-01,5.838730499196710388e-01,5.931731439964599284e-01,5.836989025769134809e-01,5.997494576394581944e-01,5.908014345615145713e-01
6.489563456114744167e-01,6.253325258176749557e-01,5.889379624331192442e-01,5.809435269358984577e-01,5.974339804637975870e-01,6.051245061360228661e-01,5.922147633033115754e-01,5.845346197350277384e-01,5.913982445031303881e-01,5.899178078612445919e-01,5.766135989634740833e-01,5.928853627595966902e-01,5.920705079586122688e-01,5.640669554128721064e-01,5.761378291106351579e-01,5.865624505933875188e-01,5.825197110401154621e-01,5.700708631472515275e-01,5.884515459858848940e-01,5.883692132079474391e-01
6.526246113047244890e-01,6.171484454847017131e-01,6.084561147389048186e-01,5.901433855607002288e-01,5.939171593116280290e-01,6.104324583885137878e-01,5.911254307250847218e-01,5.846197344190051659e-01,6.107209844634426954e-01,5.745606924736101906e-01,5.816254244446382726e-01,5.755577626333477914e-01,5.642460151054814466e-01,5.761867932240939405e-01,5.819960833722064297e-01,5.952488729781761911e-01,5.636297530271191514e-01,5.797726381636233439e-01,5.899487140967564214e-01,5.732911172585291038e-01
6.508722095086347803e-01,6.044057060700352979e-01,6.106245978931951202e-01,6.028709195650515662e-01,5.996075510107508055e-01,6.104125305477492436e-01,5.873817765864250973e-01,5.876619259419968433e-01,5.871621099977769598e-01,5.888994554341393517e-01,5.815647286358542889e-01,5.843548156645785863e-01,5.784061863817850924e-01,5.966577338016123555e-01,5.658407815961469245e-01,5.798398064107763705e-01,6.049963109362431757e-01,5.760230013291673945e-01,5.785545987571195647e-01,5.901811988824581245e-01
6.522681549582355354e-01,6.124189571836666790e-01,5.975244581678312850e-01,6.074334444019929835e-01,6.036628433157679163e-01,5.757352713607607475e-01,5.962025282029376205e-01,5.678897954548455251e-01,5.812235118291948499e-01,5.866700713327175354e-01,5.903962027981022320e-01,5.786560971408813980e-01,5.983360094606595680e-01,5.928562137505664076e-01,5.748414258576106661e-01,5.854613516698715658e-01,5.694780467518210099e-01,5.711516586642038096e-01,5.664555444015337837e-01,5.738689453152386877e-01
6.599397319346202995e-01,5.963012560911638005e-01,6.095817407464179105e-01,5.930161072761833685e-01,5.948257126867402267e-01,5.993518545186711233e-01,5.882542259600597179e-01,5.838968168368269263e-01,5.872599967706906288e-01,5.764381794147431792e-01,5.809045128582389639e-01,5.820412713371376778e-01,5.622794539831592608e-01,5.800743840039284116e-01,5.648253331162030877e-01,5.904556777341367635e-01,5.814974719647074686e-01,5.842474075204229234e-01,5.810850595861756229e-01,5.828288076318600686e-01
