5.198412537574768066e-01,5.251984149217605591e-01,5.311508029699325562e-01,5.313492178916930930e-01,5.267857193946838823e-01,5.363095313310622947e-01,5.293650865554809792e-01,5.287698373198509438e-01,5.339285790920257346e-01,5.378968358039856179e-01,5.343254059553146362e-01,5.297619134187698808e-01,5.430555552244186179e-01,5.341269880533218162e-01,5.331349268555640730e-01
5.202380836009978804e-01,5.311507999897002730e-01,5.313492119312286377e-01,5.343254059553146362e-01,5.287698447704315408e-01,5.281746163964271545e-01,5.414682567119598611e-01,5.438492119312285933e-01,5.375000119209289995e-01,5.355158835649490578e-01,5.301587313413620439e-01,5.349206447601317915e-01,5.388888910412787947e-01,5.331349298357963562e-01,5.380952447652816995e-01
5.198412537574768066e-01,5.341269880533218162e-01,5.317460343241691145e-01,5.323412790894508362e-01,5.299603223800659624e-01,5.367063522338867410e-01,5.337301671504974809e-01,5.317460417747497115e-01,5.339285790920257346e-01,5.367063552141189131e-01,5.327381014823913130e-01,5.309523850679397361e-01,5.321428641676902993e-01,5.327381044626235962e-01,5.337301596999168840e-01
5.202380836009978804e-01,5.309523865580558777e-01,5.359127044677733931e-01,5.329365134239196777e-01,5.351190507411957009e-01,5.363095343112945779e-01,5.327381014823913130e-01,5.384920626878738625e-01,5.333333432674407515e-01,5.384920686483383179e-01,5.398809611797332764e-01,5.329365119338035361e-01,5.335317522287368330e-01,5.376984134316444841e-01,5.452380985021590964e-01
5.202380836009978804e-01,5.327381044626235962e-01,5.351190507411957009e-01,5.317460417747497115e-01,5.317460402846336809e-01,5.420634955167770164e-01,5.378968328237533347e-01,5.339285731315612793e-01,5.446428626775741133e-01,5.349206417798996194e-01,5.357142895460128562e-01,5.408730238676071611e-01,5.355158716440200362e-01,5.238095298409461975e-01,5.363095313310622947e-01
5.210317403078079668e-01,5.301587373018264993e-01,5.335317537188529746e-01,5.295634925365447776e-01,5.384920626878738625e-01,5.359127059578895347e-01,5.509920716285705566e-01,5.442460358142853227e-01,5.410714358091354148e-01,5.365079373121262041e-01,5.406746089458465132e-01,5.410714298486709595e-01,5.392857193946838379e-01,5.404761984944344011e-01,5.285714328289031760e-01
5.218253910541534868e-01,5.386904865503311379e-01,5.325396835803986040e-01,5.359127074480056763e-01,5.313492119312286377e-01,5.486111074686050859e-01,5.418650954961776733e-01,5.430555611848830733e-01,5.378968313336371931e-01,5.361111134290694746e-01,5.406746059656143411e-01,5.474206417798995750e-01,5.382936537265777810e-01,5.396825417876243147e-01,5.422619044780730979e-01
5.208333253860473189e-01,5.384920775890350564e-01,5.317460417747497115e-01,5.357142955064773115e-01,5.339285761117935625e-01,5.438492089509964211e-01,5.468253999948501365e-01,5.402777850627898948e-01,5.466269850730895996e-01,5.406746044754981995e-01,5.396825402975082842e-01,5.446428626775741133e-01,5.323412775993346946e-01,5.412698447704314964e-01,5.392857179045676963e-01
5.214285701513290405e-01,5.295635044574737993e-01,5.315476208925247192e-01,5.398809611797332764e-01,5.418650805950164795e-01,5.446428656578063965e-01,5.398809552192688210e-01,5.388888865709304810e-01,5.315476238727570024e-01,5.373015969991683516e-01,5.394841283559799194e-01,5.392857164144515547e-01,5.410714298486709595e-01,5.410714328289032427e-01,5.375000044703484026e-01
5.212301552295685036e-01,5.384920686483383179e-01,5.339285820722580178e-01,5.313492089509963545e-01,5.361111223697662131e-01,5.466269940137863381e-01,5.396825402975082842e-01,5.396825417876243147e-01,5.398809641599655595e-01,5.412698492407799211e-01,5.343254059553146362e-01,5.448412775993347612e-01,5.406746149063110796e-01,5.384920716285706010e-01,5.442460387945174949e-01
