6.806282722513088412e-01,6.309148264984227872e-01,6.502732240437156808e-01,6.134969325153374342e-01,6.489675516224189256e-01,6.840731070496084421e-01,6.840731070496084421e-01,3.115577889447236348e-01,6.000000000000000888e-01,5.514705882352940458e-01,6.898395721925134616e-01,6.806282722513088412e-01,6.840731070496084421e-01,6.843501326259947559e-01,6.702997275204359839e-01,6.460674157303369913e-01,2.312138728323699099e-01,2.898550724637680501e-02,6.610644257703081061e-01,6.840731070496084421e-01
6.840731070496084421e-01,6.858638743455497400e-01,6.840731070496084421e-01,6.774193548387097419e-01,6.129032258064516236e-01,6.840731070496084421e-01,1.503759398496240518e-02,6.194690265486725300e-01,6.840731070496084421e-01,6.840731070496084421e-01,5.859872611464967962e-01,6.666666666666666297e-01,6.024844720496894679e-01,6.840731070496084421e-01,6.840731070496084421e-01,4.537037037037036646e-01,6.840731070496084421e-01,8.333333333333334259e-02,6.840731070496084421e-01,6.294117647058823373e-01
6.826666666666666439e-01,6.858638743455497400e-01,1.656050955414012649e-01,6.842105263157896022e-01,6.737967914438501849e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.896551724137930384e-01,6.018808777429466295e-01,6.528189910979227406e-01,6.876640419947507299e-01,6.840731070496084421e-01,6.858638743455497400e-01,6.858638743455497400e-01,6.840731070496084421e-01,5.776173285198555885e-01,5.694915254237288282e-01,6.840731070496084421e-01,5.733333333333333615e-01,6.840731070496084421e-01
3.589743589743589758e-01,6.666666666666667407e-01,6.840731070496084421e-01,6.806282722513088412e-01,5.217391304347825942e-01,6.702702702702703075e-01,6.840731070496084421e-01,6.858638743455497400e-01,6.534090909090908283e-01,6.840731070496084421e-01,3.260869565217390798e-01,6.840731070496084421e-01,6.757493188010899043e-01,6.840731070496084421e-01,6.840731070496084421e-01,5.000000000000000000e-01,5.447470817120622089e-01,6.842105263157896022e-01,6.876640419947507299e-01,6.806282722513088412e-01
6.840731070496084421e-01,6.685552407932011665e-01,6.666666666666666297e-01,6.825396825396826683e-01,6.894736842105263497e-01,6.912928759894458874e-01,6.217008797653958974e-01,6.808510638297873285e-01,6.443768996960487216e-01,6.840731070496084421e-01,6.840731070496084421e-01,4.358974358974359031e-01,6.842105263157896022e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.055045871559632253e-01,6.806282722513088412e-01,6.107784431137724956e-01
6.789473684210525217e-01,6.840731070496084421e-01,6.840731070496084421e-01,5.968253968253969255e-01,4.234234234234234284e-01,6.840731070496084421e-01,5.993690851735016256e-01,6.826666666666666439e-01,6.666666666666667407e-01,6.916890080428954590e-01,6.840731070496084421e-01,5.229681978798585984e-01,6.703910614525140366e-01,6.163522012578616094e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.666666666666666297e-01,6.043613707165109705e-01,6.931216931216931387e-01,6.840731070496084421e-01
6.840731070496084421e-01,6.861702127659574657e-01,5.373134328358208922e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.300578034682081663e-01,5.774647887323943740e-01,6.840731070496084421e-01,2.888888888888888618e-01,5.646258503401360151e-01,6.858638743455497400e-01,6.738544474393531880e-01,6.951871657754009615e-01,6.702127659574468321e-01,6.840731070496084421e-01,6.840731070496084421e-01,5.428571428571428159e-01,6.840731070496084421e-01,6.858638743455497400e-01,6.942148760330579815e-01
5.810810810810811411e-01,5.733788395904437785e-01,5.882352941176470784e-01,6.134185303514376741e-01,6.647887323943661997e-01,6.740331491712706624e-01,4.292682926829268775e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.737400530503978580e-01,6.335403726708074279e-01,5.422535211267605071e-01,6.840731070496084421e-01,6.840731070496084421e-01,1.342281879194630878e-01,6.422535211267604849e-01,6.840731070496084421e-01,2.681564245810055813e-01,6.612466124661245948e-01,3.791469194312795943e-01
6.399999999999999023e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.327683615819209573e-01,6.840731070496084421e-01,6.306818181818181213e-01,5.037037037037036535e-01,6.045016077170418667e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.629213483146068064e-01,6.703296703296703907e-01,6.789473684210525217e-01,5.999999999999999778e-01,2.983425414364641037e-01,6.840731070496084421e-01,6.246246246246246470e-01,6.840731070496084421e-01,4.878048780487804770e-01,6.840731070496084421e-01
6.840731070496084421e-01,6.840731070496084421e-01,6.018808777429466295e-01,3.960396039603961138e-01,1.699346405228758239e-01,6.840731070496084421e-01,6.931216931216931387e-01,6.740331491712706624e-01,6.846361185983826925e-01,3.535353535353535359e-01,6.826666666666666439e-01,4.813278008298755295e-01,9.523809523809524669e-02,6.861702127659574657e-01,5.375494071146244002e-01,6.840731070496084421e-01,5.783972125435540290e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.043613707165109705e-01
6.737400530503978580e-01,6.684636118598382692e-01,5.448028673835125790e-01,6.840731070496084421e-01,6.647564469914040153e-01,6.840731070496084421e-01,4.347826086956521618e-01,6.807387862796833167e-01,6.858638743455497400e-01,6.840731070496084421e-01,4.125560538116592180e-01,3.125000000000000000e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.630434782608696231e-01,3.529411764705882582e-01,6.213592233009709309e-01,6.858638743455497400e-01,6.062717770034843356e-01,6.840731070496084421e-01
6.544342507645259932e-01,6.789473684210525217e-01,6.806282722513088412e-01,6.000000000000000888e-01,6.840731070496084421e-01,5.354330708661417804e-01,6.494252873563218786e-01,6.840731070496084421e-01,6.858638743455497400e-01,3.999999999999999667e-01,5.944055944055942620e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.772486772486773221e-01,6.789473684210525217e-01,6.312500000000000888e-01,6.840731070496084421e-01,6.840731070496084421e-01,5.323193916349809873e-01
5.911949685534592103e-01,6.840731070496084421e-01,6.789473684210525217e-01,5.567765567765567969e-01,6.840731070496084421e-01,6.773333333333332318e-01,6.158940397350992635e-01,6.666666666666666297e-01,6.587537091988130422e-01,6.840731070496084421e-01,6.916890080428954590e-01,6.507462686567164756e-01,6.860158311345646576e-01,6.840731070496084421e-01,6.925207756232686362e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.754617414248020868e-01,5.714285714285713969e-01
6.876640419947507299e-01,6.790450928381963625e-01,5.514705882352940458e-01,5.825242718446601575e-01,4.508196721311475419e-01,6.840731070496084421e-01,6.933333333333333570e-01,6.062717770034843356e-01,6.840731070496084421e-01,3.492063492063492425e-01,1.496598639455782309e-01,6.912928759894458874e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.840731070496084421e-01,6.858638743455497400e-01,5.986842105263158187e-01,6.824146981627297048e-01,6.994535519125683054e-01,6.840731070496084421e-01
