5.289682539682540874e-01,5.273809523809523947e-01,5.220238095238094456e-01,5.156746031746031189e-01,5.198412698412698818e-01
5.271825396825395860e-01,5.208333333333332593e-01,5.206349206349206726e-01,5.130952380952380487e-01,5.263888888888887951e-01
5.216269841269841612e-01,5.184523809523809978e-01,5.234126984126983295e-01,5.238095238095237249e-01,5.204365079365079749e-01
5.075396825396825129e-01,5.152777777777777235e-01,5.204365079365078639e-01,5.208333333333332593e-01,5.273809523809525057e-01
5.279761904761903768e-01,5.220238095238094456e-01,5.214285714285714635e-01,5.311507936507936511e-01,5.251984126984127199e-01
5.182539682539683001e-01,5.246031746031747378e-01,5.214285714285714635e-01,5.299603174603174649e-01,5.172619047619047006e-01
5.315476190476191576e-01,5.242063492063492314e-01,5.222222222222221433e-01,5.277777777777779011e-01,5.236111111111111382e-01
5.192460317460317887e-01,5.166666666666667185e-01,5.158730158730158166e-01,5.174603174603173983e-01,5.224206349206349520e-01
5.240079365079364226e-01,5.176587301587302070e-01,5.184523809523808868e-01,5.190476190476190910e-01,5.240079365079365337e-01
5.232142857142856318e-01,5.186507936507935845e-01,5.265873015873016039e-01,5.204365079365080859e-01,5.218253968253968589e-01
5.208333333333333703e-01,5.289682539682539764e-01,5.190476190476190910e-01,5.212301587301587658e-01,5.244047619047619291e-01
