6.665737767410895298e-01,6.631261594214564736e-01,6.224443469463858403e-01,6.630252514820080822e-01,6.478941538138245360e-01,6.411546461702757327e-01,6.010333606895388314e-01,6.062490549415071595e-01,6.358754888403593819e-01,6.282890513161923929e-01,6.152249658870060367e-01,5.680835584937121707e-01,6.064365745001529806e-01,6.163521416036010780e-01,5.475742931359326438e-01
6.731171097736241560e-01,6.382074720412711510e-01,6.629947362237356145e-01,6.519110567166274128e-01,6.357483701049178038e-01,6.374891977033326773e-01,6.377661441660668062e-01,5.973839261090788666e-01,6.119962512239817132e-01,5.405781246832759290e-01,5.751936803508564955e-01,6.101729705864833431e-01,5.984474019746786055e-01,6.112485163235173991e-01,6.115223088710211030e-01
5.790390526791819870e-01,6.635717780766433593e-01,6.518408377728762693e-01,6.253638401707773964e-01,6.485495258806155405e-01,6.214919663686816476e-01,6.504172319622838483e-01,6.234947316191939981e-01,6.370723570956651205e-01,6.470757717162696210e-01,6.395448158868937139e-01,6.232760622282945695e-01,6.445006414070528766e-01,4.760150816910028726e-01,6.398399621762280720e-01
6.658717012069592656e-01,6.334636868831751144e-01,6.464494544457359826e-01,5.761331446122702760e-01,6.516279095650123754e-01,5.658976895326968126e-01,5.850799865395948096e-01,6.215095823929270846e-01,6.162433435938281523e-01,5.584602469194130947e-01,5.892803485984841050e-01,5.890567549346982235e-01,6.100480878339975543e-01,5.870174962470671165e-01,6.257271380876189282e-01
6.578940303419523739e-01,6.605187714039100211e-01,6.546605634771218707e-01,6.159903126348463820e-01,6.516256690560231490e-01,6.174996747482998094e-01,6.214743381501028896e-01,6.295906225076033369e-01,6.291377159956408338e-01,6.165608465608465316e-01,5.925600612904220466e-01,6.269174691668434329e-01,6.223533866477874987e-01,5.832548935515419197e-01,6.468146682116038271e-01
6.517191814424241336e-01,6.681483884038166288e-01,6.606375939063611202e-01,6.434329609714342091e-01,5.826474072431349072e-01,6.378465709516248916e-01,6.555178081782783162e-01,6.298807537289523584e-01,6.131475307336681224e-01,6.599866994549616894e-01,5.853221489280189260e-01,6.073148920685923491e-01,6.158685865172688345e-01,6.375284209143277092e-01,6.133248835707055813e-01
6.577933634697982201e-01,6.596506104379888935e-01,6.646706075894945887e-01,6.248640175647132144e-01,6.285227386613488898e-01,6.342833737623816415e-01,6.273510125143723082e-01,6.144970746172102594e-01,6.782597052494373502e-01,6.705766860541532148e-01,6.020131058771898136e-01,6.335748495988017259e-01,6.513581038646336641e-01,6.649817560197951449e-01,6.569990019131475290e-01
6.189081550544616173e-01,6.779657260300474553e-01,6.312293305537537424e-01,6.401174887792391299e-01,6.395677542477382627e-01,6.451169954525691752e-01,6.280541382236657366e-01,6.637994703165934762e-01,5.655295540335742999e-01,5.909151987325722555e-01,6.449242055852721922e-01,6.361766334300134051e-01,6.433251134625912471e-01,5.067642251305046752e-01,6.036016712336825796e-01
6.538748943298454686e-01,6.569615886608437538e-01,6.181153500432281511e-01,6.149135105358103370e-01,6.182563580048243690e-01,5.683670100956372817e-01,6.241599885548116955e-01,6.158279521567847636e-01,6.396784883951456280e-01,6.415408810301080900e-01,6.040626997085047911e-01,6.551692457355791088e-01,5.731467003944811234e-01,6.426076462706891146e-01,6.065274093009356271e-01
6.652501213828332371e-01,6.517598734318215126e-01,6.026440908019855547e-01,6.835055988749972888e-01,6.506884849798264536e-01,6.024237508694340049e-01,6.436819202990957667e-01,5.910488072634422219e-01,5.801455119120613180e-01,5.610370218103805096e-01,6.081026168782679431e-01,6.016111449177123927e-01,5.948818355882379283e-01,5.132852907359545247e-01,6.375771263330982652e-01
6.564862187091264900e-01,6.458228093745335130e-01,6.525064486103133721e-01,6.201410617946929715e-01,6.269068729356355174e-01,6.103894032974428452e-01,6.679660111719146753e-01,6.302656564630394476e-01,5.985139335650637715e-01,6.359691151986032187e-01,5.445702403809493664e-01,5.997701634382782698e-01,6.476981959879312134e-01,6.112020671452029763e-01,6.449455391215079825e-01
6.698879500622474392e-01,6.657121952048500324e-01,6.428722563644053700e-01,6.326902627173210947e-01,5.911800922688809079e-01,6.541988476560764987e-01,6.196905296944661412e-01,5.872263848850767243e-01,6.532680150471590341e-01,5.567856003143212273e-01,6.231180874855015706e-01,6.527470439423774806e-01,6.437165484944655791e-01,6.234886464920129656e-01,6.118735414793151639e-01
6.683693864913219373e-01,6.373341126844843663e-01,6.493897584105454701e-01,6.424921227024900094e-01,6.033777897301263460e-01,6.336382714173423025e-01,6.404145634123045161e-01,6.031452402247614586e-01,6.078987446295442965e-01,6.662118810922599277e-01,5.988796692648183928e-01,6.634506943167240989e-01,6.032917461187385921e-01,5.723428299741162295e-01,6.417223826135778353e-01
6.713096775707654285e-01,6.401773415672712408e-01,6.356060278143839115e-01,6.566197773409138128e-01,5.662554419556857788e-01,6.335110186483493555e-01,6.286033691636421228e-01,6.511343207091219165e-01,6.377696274163360268e-01,6.538278282667571162e-01,6.366829479055822194e-01,6.362832146855283977e-01,6.595847177532156991e-01,5.898671162071995600e-01,6.130660814938230230e-01
6.604107431783171611e-01,6.256548648519505429e-01,6.403381769989343608e-01,6.206714091017355717e-01,6.235129896559797880e-01,6.542086257376859004e-01,6.050450679692123135e-01,6.457603650527170558e-01,6.120302118118785550e-01,6.140734652573562879e-01,6.177872242411289738e-01,6.495883971203040286e-01,6.029332425613980195e-01,6.259596114640155751e-01,6.428582689624537938e-01
