5.206349206349206726e-01,5.192460317460317887e-01,5.210317460317459570e-01,5.206349206349207837e-01,5.186507936507936956e-01,5.224206349206349520e-01,5.162698412698412120e-01,5.230158730158729341e-01
5.111111111111109606e-01,5.115079365079364671e-01,5.259920634920635107e-01,5.180555555555554914e-01,5.222222222222223653e-01,5.228174603174602364e-01,5.184523809523808868e-01,5.182539682539683001e-01
5.164682539682539097e-01,5.214285714285713524e-01,5.214285714285715745e-01,5.228174603174602364e-01,5.273809523809523947e-01,5.244047619047618181e-01,5.198412698412697708e-01,5.226190476190476497e-01
5.172619047619047006e-01,5.150793650793651368e-01,5.222222222222222543e-01,5.136904761904761418e-01,5.156746031746031189e-01,5.230158730158731561e-01,5.202380952380951662e-01,5.184523809523808868e-01
5.140873015873015373e-01,5.176587301587302070e-01,5.236111111111110272e-01,5.140873015873016483e-01,5.273809523809523947e-01,5.192460317460316777e-01,5.218253968253968589e-01,5.196428571428570731e-01
5.299603174603174649e-01,5.192460317460317887e-01,5.204365079365078639e-01,5.160714285714285143e-01,5.194444444444444864e-01,5.220238095238094456e-01,5.251984126984127199e-01,5.168650793650793052e-01
5.269841269841268883e-01,5.124999999999999556e-01,5.208333333333333703e-01,5.156746031746031189e-01,5.158730158730159276e-01,5.263888888888887951e-01,5.253968253968255286e-01,5.166666666666667185e-01
5.152777777777777235e-01,5.226190476190476497e-01,5.259920634920635107e-01,5.136904761904762529e-01,5.196428571428571841e-01,5.269841269841269993e-01,5.236111111111111382e-01,5.226190476190476497e-01
5.162698412698413231e-01,5.182539682539683001e-01,5.172619047619047006e-01,5.236111111111110272e-01,5.113095238095237693e-01,5.198412698412697708e-01,5.216269841269841612e-01,5.212301587301586547e-01
5.190476190476188689e-01,5.232142857142857428e-01,5.232142857142856318e-01,5.164682539682539097e-01,5.190476190476189799e-01,5.192460317460316777e-01,5.220238095238094456e-01,5.255952380952381153e-01
