6.361799636105264222e-01,6.231664311214695218e-01,5.986811595175977052e-01,6.041519939125709060e-01,5.929814525650561885e-01
6.242448653419059301e-01,6.036421925947764722e-01,6.400239939480634188e-01,6.094666423780588094e-01,6.140335671442220811e-01
6.177858089708911926e-01,6.262309594308761440e-01,6.133539285600714264e-01,6.256764574081298269e-01,6.021059283540337592e-01
5.700279991975149008e-01,5.706448157366235119e-01,6.151783672851032225e-01,6.146815162911086761e-01,6.131998830550025037e-01
6.318905863485710928e-01,6.130960708138506465e-01,6.014641719321176527e-01,6.319115299938851127e-01,6.233939128745689118e-01
5.989442507275348770e-01,6.245821739682058116e-01,6.089400410163869903e-01,6.194081309428539628e-01,6.181122840547603747e-01
6.359058292911138333e-01,6.406014818783580811e-01,6.096060493727023522e-01,6.352235156636846236e-01,6.323177638227459596e-01
6.269341388008983218e-01,6.124694471065634804e-01,6.226708011579852320e-01,6.081224704130244740e-01,6.322375129790704928e-01
6.117179798239630317e-01,5.994408699278089836e-01,5.988451497673608070e-01,6.040924974564922945e-01,6.188982898041369696e-01
6.097046109351709209e-01,5.952401847129317192e-01,6.181289562478651245e-01,6.160566843826306149e-01,6.407391917845781659e-01
6.199562704943374358e-01,6.208761046864826882e-01,6.305695753488849142e-01,6.188159487249784707e-01,6.307360082517788902e-01
