6.364944050982831447e-01,6.402723496330392505e-01,6.577600775524793386e-01,6.459635959209151235e-01,6.617209047458930682e-01,6.589902322792083877e-01,6.478632565019361023e-01,6.559885395295965704e-01
6.052128538334382579e-01,6.330832879320692497e-01,6.438458801809908705e-01,6.561644355336235801e-01,6.444460917759231577e-01,6.404164647766943386e-01,6.628168542301926536e-01,6.599840662264820912e-01
6.281639506075163970e-01,6.418662613834849040e-01,6.473503542150491619e-01,6.458432831744226332e-01,6.550232589648483650e-01,6.531865845168661755e-01,6.519172397007261255e-01,6.625152785099996944e-01
6.240146239171209253e-01,6.546367719876895475e-01,6.152358188756219537e-01,6.478307558496358975e-01,6.245804946811930325e-01,6.394229789938488118e-01,6.419235467351885882e-01,6.396816579812922843e-01
6.172436194281368804e-01,6.376957985907920623e-01,6.515247168180299253e-01,6.275586970936423148e-01,6.599438546589631027e-01,6.496396039234775266e-01,6.586626486681652626e-01,6.541529469501652372e-01
6.538244784703719503e-01,6.311166959279187472e-01,6.531787925209964207e-01,6.433141880970471016e-01,6.609194979075037057e-01,6.602332635030733199e-01,6.591181484347538033e-01,6.438174440850110702e-01
6.328293213521999361e-01,6.211240942767352058e-01,6.580895831553232878e-01,6.572110280300357266e-01,6.411522200834283147e-01,6.644793164007702924e-01,6.654730267612493089e-01,6.457744997214714955e-01
6.429821385734104666e-01,6.433759744136106073e-01,6.543068601880264179e-01,6.431117044300955765e-01,6.546194608765149026e-01,6.574819427039171327e-01,6.518103907309060752e-01,6.482890876374827194e-01
6.375629158253525164e-01,6.285623699067305337e-01,6.447523589245969244e-01,6.550030353728222288e-01,6.406565811129847354e-01,6.498364129312808046e-01,6.495668256096728266e-01,6.595011804859949311e-01
6.568503297312653366e-01,6.543530115672879788e-01,6.377150947915668500e-01,6.448997656991923844e-01,6.511391588972255118e-01,6.515575328930337529e-01,6.639291352547286307e-01,6.608564514261112688e-01
