5.963070741446717671e-01,5.884204222254899586e-01,6.447127295597793184e-01,6.230629333802336633e-01,6.295781030462077599e-01,6.061034988523117395e-01
6.092589955265961255e-01,6.305274228262452985e-01,5.817872410724993504e-01,6.097655752320638722e-01,6.096753211392583749e-01,6.035658498700293695e-01
6.123306146964693220e-01,6.336228165962242143e-01,6.177365310020365152e-01,6.052692508886018397e-01,6.260388877326766854e-01,6.371896436439716815e-01
6.029115030810846543e-01,6.447666093423972677e-01,6.215355396159094603e-01,6.122222457691464115e-01,6.044189933908151735e-01,6.254565670135610045e-01
6.065867758109146912e-01,6.150731253845107549e-01,6.026644419421246512e-01,6.106790670208089855e-01,6.161085390857160560e-01,6.024360096845844392e-01
6.079827419299660418e-01,6.431751242163648019e-01,6.162449260362143910e-01,6.141686491155919914e-01,6.199634011989696436e-01,6.265083465930689766e-01
6.220535899991765927e-01,6.280417174882735321e-01,6.202306851247308961e-01,6.237954731325092705e-01,6.213521912111849010e-01,6.046959897024763997e-01
6.024860508447492657e-01,6.190658411692618879e-01,6.343207534781417634e-01,6.298086081708180739e-01,6.243071660148971080e-01,6.151718781885145981e-01
6.266774060090920528e-01,6.250443435640213874e-01,6.379689089950117964e-01,6.020967545871822590e-01,6.147509093079095432e-01,6.127565280017831517e-01
5.970685451296400270e-01,6.133120835157841455e-01,6.128962002793637565e-01,6.136465315013752697e-01,6.250658643420288207e-01,6.308093553471363357e-01
6.341477553426859703e-01,6.292187829448410152e-01,5.954454811002467540e-01,6.216040852882726009e-01,6.149737450153114349e-01,6.078298034329264743e-01
