6.332348052492440260e-01,7.006819147092706590e-01,7.027613628054549810e-01,7.008998749475963130e-01,7.043848247685435826e-01,7.009737699746321216e-01,7.051008155506607311e-01,7.008273551506598587e-01
5.651822199373087718e-01,7.024430282080065258e-01,7.007346174299803332e-01,7.041038625629425507e-01,7.063277871802465802e-01,7.042507183853359276e-01,7.032692851934692069e-01,7.055536939305724342e-01
nan,7.025523618267718318e-01,7.024969592455337919e-01,7.035539389707052838e-01,7.017534943092369470e-01,7.031176414063227131e-01,7.052943244562276393e-01,7.044936478833954130e-01
nan,6.984703598508317235e-01,6.997597381051812171e-01,7.068188294261058546e-01,7.060098519541861961e-01,7.024947185736072353e-01,7.033616735334164982e-01,7.017748146673166154e-01
5.650969623427211097e-01,7.028205858069724865e-01,7.024285336528460766e-01,7.058365657223710787e-01,7.002397896607248651e-01,7.014450685947178910e-01,7.042366714690021512e-01,7.016970617045517056e-01
6.484438076112301053e-01,7.009866119454479794e-01,7.026079997286404089e-01,7.033678975334373140e-01,7.068276351772988519e-01,7.018005058852013756e-01,7.006406172459807014e-01,7.050143079133246449e-01
6.411100623931353937e-01,7.024414990410247084e-01,7.032264119642561706e-01,7.062973281026575512e-01,7.073401453475135492e-01,7.066814403412825518e-01,7.019237902128031559e-01,7.026391572345395131e-01
6.453534078215332759e-01,7.007494783276875250e-01,7.045947108766398292e-01,7.041211392256774282e-01,7.049753176727739934e-01,7.028995521948758762e-01,7.052585733704556104e-01,7.018337495515449831e-01
5.975505827023936956e-01,7.037457683594741109e-01,7.029657229450132494e-01,7.029548652819581633e-01,7.041160152347460954e-01,7.059598601821091002e-01,7.071196859767004961e-01,6.980560513164900671e-01
6.272998995689211821e-01,7.015903233127120942e-01,7.021279661523437410e-01,7.053272721167934689e-01,7.065827526194785602e-01,7.007831522081058306e-01,6.991209266844712333e-01,7.046646543235558502e-01
