6.232142857142857206e-01,6.234126984126984183e-01,6.178571428571431046e-01,6.150793650793651146e-01,6.128968253968254398e-01
6.246031746031744936e-01,6.176587301587301848e-01,6.158730158730157944e-01,6.091269841269841834e-01,6.119047619047617292e-01
6.261904761904764083e-01,6.273809523809522615e-01,6.113095238095237471e-01,6.091269841269840724e-01,6.095238095238094678e-01
6.265873015873014706e-01,6.273809523809525945e-01,6.214285714285712192e-01,6.079365079365078861e-01,6.027777777777779677e-01
6.204365079365077307e-01,6.244047619047619069e-01,6.253968253968255064e-01,6.107142857142856540e-01,6.115079365079364448e-01
6.244047619047619069e-01,6.186507936507934513e-01,6.220238095238093123e-01,6.140873015873016261e-01,6.087301587301587880e-01
6.198412698412698596e-01,6.230158730158729119e-01,6.170634920634922027e-01,6.105158730158730673e-01,6.031746031746031411e-01
6.281746031746031633e-01,6.156746031746030967e-01,6.182539682539681669e-01,6.085317460317459792e-01,6.071428571428570953e-01
6.279761904761904656e-01,6.303571428571428381e-01,6.204365079365078417e-01,6.160714285714286031e-01,6.166666666666664742e-01
6.259920634920634885e-01,6.234126984126981963e-01,6.232142857142856096e-01,6.101190476190476719e-01,6.138888888888890394e-01
